food_name,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,unit_type,avg_weight
Butter,196.78,29.01,34.34,9.14,8.7,gram,100
Paneer Butter Masala,244.14,8.01,17.79,25.12,8.51,gram,100
Papaya,316.05,27.92,47.62,1.67,8.26,gram,100
Paneer Butter Masala,311.14,9.38,29.71,25.46,9.4,gram,100
Watermelon,364.2,12.03,15.13,0.69,0.17,gram,100
Chicken Curry,109.36,22.86,28.17,1.01,4.51,gram,100
Banana,127.54,1.07,43.15,13.01,0.65,piece,76
Biryani,246.27,1.75,10.86,7.28,0.3,gram,100
Dosa,383.76,19.17,59.74,26.44,8.84,gram,100
Almonds,219.5,7.89,48.14,18.12,2.54,gram,100
Banana,236.87,3.65,55.16,12.33,5.34,piece,59
Grapes,341.54,7.13,38.94,2.01,5.59,gram,100
Tomato,103.9,1.03,25.02,12.38,7.6,gram,100
Idli,199.21,4.39,42.42,19.93,3.44,piece,103
Dosa,105.53,2.6,23.27,3.4,7.99,gram,100
Chicken Breast,354.07,21.93,16.64,1.14,0.71,gram,100
Butter,127.61,10.58,59.28,10.54,6.88,gram,100
Paneer Butter Masala,360.45,20.14,36.5,28.52,3.91,gram,100
Papaya,398.7,23.44,24.98,24.07,4.4,gram,100
Rajma,201.97,19.9,41.9,16.93,9.43,gram,100
Vegetable Curry,225.71,14.59,12.33,2.03,3.61,gram,100
Rajma,187.72,0.9,8.2,16.5,8.15,gram,100
Egg,261.29,0.9,31.2,13.78,9.5,piece,51
Biryani,72.59,9.57,39.39,27.51,7.81,gram,100
Poha,344.69,24.25,13.61,21.21,4.42,gram,100
Orange,253.7,5.2,53.75,17.7,6.74,gram,100
Rajma,162.6,8.42,20.81,14.25,3.37,gram,100
Oats,170.48,16.33,54.87,1.97,5.27,gram,100
Rice,389.34,24.05,0.52,7.55,1.36,gram,100
Greek Yogurt,197.3,9.33,49.18,4.74,3.12,gram,100
Grapes,162.81,13.21,23.38,9.33,6.68,gram,100
Almonds,313.21,10.91,23.62,26.72,5.92,gram,100
Greek Yogurt,40.25,19.77,49.68,21.18,3.95,gram,100
Chole,110.53,20.11,31.04,19.96,8.15,gram,100
Pineapple,319.92,28.93,15.59,3.19,3.37,gram,100
Dal Tadka,221.24,7.8,17.42,21.67,5.43,gram,100
Peanuts,373.68,15.84,4.14,24.64,3.54,gram,100
Tomato,344.54,23.51,9.79,12.85,9.22,gram,100
Oats,293.47,26.91,47.45,6.8,5.72,gram,100
Protein Shake,87.52,19.67,52.68,26.0,2.03,gram,100
Oats,230.48,2.35,32.48,12.19,6.74,gram,100
Watermelon,49.12,28.64,43.29,3.72,4.94,gram,100
Rajma,122.58,25.26,55.5,25.86,1.55,gram,100
Biryani,336.65,8.0,27.19,12.96,2.17,gram,100
Tomato,285.48,3.54,50.51,26.84,6.57,gram,100
Chole,208.17,6.33,17.65,10.22,0.38,gram,100
Broccoli,186.02,2.95,20.94,28.22,4.3,gram,100
Salad,278.97,14.29,32.2,11.35,0.09,gram,100
Chole,124.06,29.96,18.41,27.47,4.87,gram,100
Protein Shake,261.1,28.31,36.62,6.15,9.97,gram,100
Watermelon,274.89,0.93,26.26,3.51,8.81,gram,100
Sambar,189.56,28.46,41.59,19.97,6.13,gram,100
Paneer,391.06,3.61,28.02,3.87,5.51,gram,100
Salad,175.51,15.29,54.78,14.13,3.88,gram,100
Milk,197.15,28.41,11.82,8.72,5.42,gram,100
Paneer,129.08,8.2,30.52,1.1,7.35,gram,100
Walnuts,367.13,2.77,32.76,2.6,4.76,gram,100
Watermelon,71.52,11.76,41.0,2.01,1.9,gram,100
Chapati,282.81,19.26,26.32,25.27,6.2,piece,87
Chicken Breast,171.83,23.15,38.85,27.37,3.89,gram,100
Chicken Curry,163.5,12.29,10.35,0.73,7.46,gram,100
Orange,373.25,25.49,35.84,12.14,4.84,gram,100
Grapes,323.18,29.66,24.41,18.84,2.11,gram,100
Chole,57.12,24.73,34.18,8.11,4.84,gram,100
Oats,58.17,22.45,30.98,13.89,7.54,gram,100
Chole,265.76,4.11,18.77,20.55,8.08,gram,100
Watermelon,208.09,0.18,20.48,19.74,6.44,gram,100
Banana,356.25,5.15,48.51,25.75,6.18,piece,112
Orange,222.18,14.42,5.05,8.95,1.0,gram,100
Greek Yogurt,45.88,10.68,23.31,25.2,6.57,gram,100
Apple,248.09,2.76,54.83,28.35,4.55,piece,107
Chicken Curry,118.96,16.43,6.58,10.62,8.11,gram,100
Chapati,394.01,3.55,37.0,12.51,3.28,piece,86
Chicken Breast,269.88,8.4,57.14,11.49,6.49,gram,100
Potato,218.85,5.93,41.37,14.98,2.72,gram,100
Chole,166.87,25.55,1.4,8.46,3.73,gram,100
Dal Tadka,351.96,12.54,2.4,8.58,9.26,gram,100
Chapati,140.12,23.02,6.01,18.18,8.74,piece,38
Protein Shake,332.71,4.99,45.84,11.75,3.52,gram,100
Chicken Breast,158.85,28.03,50.06,10.56,3.64,gram,100
Tomato,339.47,27.97,3.16,23.86,7.39,gram,100
Greek Yogurt,184.51,20.25,44.88,12.55,4.19,gram,100
Salad,248.69,19.17,48.86,21.61,9.46,gram,100
Paratha,207.5,22.47,37.91,27.04,2.77,piece,86
Paratha,141.57,4.43,16.89,7.6,0.15,piece,88
Egg,337.72,10.46,37.13,18.83,4.9,piece,57
Salad,224.64,1.67,17.53,19.37,7.26,gram,100
Pineapple,368.54,20.68,48.75,27.61,8.86,gram,100
Bread,196.19,7.77,46.99,17.5,2.99,gram,100
Orange,77.49,3.05,10.43,23.52,4.06,gram,100
Cauliflower,300.27,13.94,7.23,11.36,7.39,gram,100
Chicken Curry,348.45,15.52,58.9,18.68,9.53,gram,100
Sambar,115.96,19.94,37.73,28.85,7.78,gram,100
Butter,137.81,15.22,47.21,24.93,8.49,gram,100
Orange,209.07,10.63,28.07,3.98,4.55,gram,100
Watermelon,133.38,6.77,43.78,4.09,0.42,gram,100
Oats,339.85,1.96,47.89,12.4,8.24,gram,100
Cauliflower,268.0,24.41,25.0,28.75,3.75,gram,100
Mango,107.2,29.62,45.92,13.64,5.94,gram,100
Protein Shake,186.04,7.24,15.81,11.74,2.39,gram,100
Chicken Curry,274.36,27.14,45.09,2.67,9.45,gram,100
Chicken Breast,358.76,27.27,35.54,18.7,6.89,gram,100
Pineapple,118.31,11.7,1.5,16.69,7.37,gram,100
Broccoli,274.02,13.4,11.89,16.66,0.17,gram,100
Carrot,44.95,24.93,29.1,2.43,7.32,gram,100
Onion,335.66,6.8,6.72,27.68,5.03,gram,100
Rice,141.58,8.83,8.92,20.51,1.8,gram,100
Cauliflower,98.0,6.52,40.81,4.91,6.98,gram,100
Idli,56.32,17.04,50.31,12.61,9.12,piece,118
Tomato,114.12,7.17,55.15,11.04,0.97,gram,100
Orange,378.73,18.47,17.77,0.96,9.43,gram,100
Oats,375.93,1.77,27.65,27.55,0.42,gram,100
Chicken Breast,192.6,20.7,55.91,18.4,8.79,gram,100
Salad,264.11,1.72,23.63,14.92,2.27,gram,100
Curd,297.13,29.57,17.6,10.57,6.32,gram,100
Bread,148.39,27.4,56.12,3.53,4.96,gram,100
Curd,132.39,13.34,58.54,17.5,5.41,gram,100
Cauliflower,170.03,18.51,18.01,22.56,6.6,gram,100
Carrot,241.81,21.5,11.72,16.09,9.84,gram,100
Cashews,234.11,3.99,51.04,29.25,4.07,gram,100
Chicken Breast,132.78,2.64,0.82,7.99,0.94,gram,100
Apple,95.06,12.03,0.87,19.39,6.63,piece,86
Spinach,271.82,16.12,0.09,5.51,3.58,gram,100
Butter,245.78,15.61,5.5,1.86,5.78,gram,100
Cornflakes,144.4,0.65,27.19,27.58,7.23,gram,100
Watermelon,127.68,10.17,41.26,3.98,2.33,gram,100
Paratha,349.27,21.18,53.5,21.44,8.0,piece,36
Tomato,67.4,0.19,49.18,29.74,3.7,gram,100
Curd,374.8,28.49,2.33,23.83,3.87,gram,100
Greek Yogurt,287.34,12.99,28.24,4.2,5.81,gram,100
Chicken Breast,215.91,10.01,32.26,18.06,0.69,gram,100
Orange,349.06,13.0,16.55,15.73,8.85,gram,100
Dosa,179.53,23.35,55.69,12.15,9.79,gram,100
Spinach,118.65,24.96,11.66,16.18,7.62,gram,100
Chicken Breast,184.53,3.19,53.04,10.54,6.26,gram,100
Upma,131.94,9.87,5.64,8.85,9.56,gram,100
Poha,128.36,13.48,28.67,25.37,8.03,gram,100
Sambar,80.77,10.33,9.42,13.34,3.27,gram,100
Oats,46.48,20.63,9.63,29.5,7.23,gram,100
Potato,314.46,3.88,48.99,21.52,9.4,gram,100
Mango,86.58,29.48,27.8,15.75,4.35,gram,100
Rice,322.65,13.41,13.61,8.83,3.96,gram,100
Oats,69.82,28.88,30.51,3.31,1.23,gram,100
Walnuts,251.24,1.32,13.24,14.01,3.21,gram,100
Paneer Butter Masala,117.92,28.29,14.72,3.97,1.14,gram,100
Oats,47.86,6.73,11.52,26.42,5.6,gram,100
Oats,269.28,0.55,36.46,3.7,8.7,gram,100
Idli,78.12,10.18,40.6,17.04,7.94,piece,109
Paneer Butter Masala,65.2,17.47,46.58,12.68,6.93,gram,100
Chicken Breast,194.94,4.13,8.92,9.05,9.54,gram,100
Curd,288.03,15.2,40.53,10.04,7.6,gram,100
Cornflakes,275.96,19.18,38.7,7.09,8.84,gram,100
Paneer,113.83,16.59,0.1,0.85,1.19,gram,100
Orange,134.17,12.95,21.58,9.34,6.14,gram,100
Dal Tadka,256.16,26.66,43.79,22.2,7.74,gram,100
Dal Tadka,75.62,19.28,55.87,18.85,4.43,gram,100
Dal Tadka,190.75,0.98,8.0,1.17,0.69,gram,100
Watermelon,146.73,5.91,3.21,15.88,3.5,gram,100
Egg,377.69,12.25,4.94,4.44,2.27,piece,103
Idli,205.62,4.75,21.62,18.04,3.37,piece,35
Vegetable Curry,209.5,1.15,37.51,16.87,4.29,gram,100
Grapes,142.65,23.37,57.89,2.38,0.65,gram,100
Poha,166.72,20.92,34.08,9.7,3.3,gram,100
Upma,111.97,11.35,7.84,18.55,9.47,gram,100
Vegetable Curry,280.08,6.24,49.54,25.94,6.75,gram,100
Protein Shake,86.96,25.14,3.67,5.2,4.85,gram,100
Egg,155.96,13.78,28.81,20.75,2.83,piece,61
Grapes,102.26,26.19,48.43,16.85,2.63,gram,100
Poha,152.2,16.72,37.34,22.77,9.48,gram,100
Upma,188.2,14.61,10.96,4.08,8.29,gram,100
Peanuts,377.07,22.45,16.04,6.06,5.43,gram,100
Chole,361.84,7.88,51.13,12.23,1.46,gram,100
Carrot,178.58,11.27,23.23,10.37,0.18,gram,100
Curd,109.07,19.75,29.12,7.21,5.24,gram,100
Mango,173.77,9.66,25.15,10.4,5.96,gram,100
Walnuts,142.16,28.45,7.09,19.43,2.14,gram,100
Cauliflower,211.42,19.66,59.68,11.62,7.7,gram,100
Idli,231.3,6.17,27.92,3.18,4.2,piece,85
Chole,115.58,14.56,44.49,20.42,1.71,gram,100
Rice,320.16,23.92,16.37,0.61,0.31,gram,100
Poha,126.17,24.18,45.22,20.7,3.88,gram,100
Grapes,292.04,20.51,40.91,2.76,8.91,gram,100
Egg,54.89,9.21,39.58,28.92,4.85,piece,84
Almonds,218.14,10.11,20.04,20.73,1.56,gram,100
Biryani,250.72,26.01,9.76,9.57,1.3,gram,100
Banana,375.95,1.81,5.46,11.49,2.59,piece,101
Chicken Breast,92.76,13.65,57.86,15.54,9.34,gram,100
Greek Yogurt,166.74,19.65,57.04,8.5,8.88,gram,100
Cashews,246.32,11.66,34.48,27.5,9.16,gram,100
Chapati,57.25,8.38,47.16,24.67,3.21,piece,54
Upma,383.19,1.05,14.51,29.32,9.49,gram,100
Greek Yogurt,240.29,24.12,22.44,2.9,0.93,gram,100
Milk,384.15,25.43,54.88,3.46,5.85,gram,100
Watermelon,392.45,19.77,27.19,6.39,0.25,gram,100
Papaya,143.87,16.5,52.49,14.32,6.6,gram,100
Chicken Curry,277.75,3.46,0.49,13.5,4.83,gram,100
Egg,278.67,2.17,53.8,24.83,6.53,piece,113
Egg,83.64,6.72,25.32,9.54,0.95,piece,73
Rajma,332.69,0.2,45.24,14.63,4.07,gram,100
Apple,102.18,21.0,8.57,28.4,9.36,piece,89
Rajma,212.66,26.79,31.28,15.94,7.04,gram,100
Cauliflower,329.55,18.62,23.27,24.57,9.96,gram,100
Banana,108.25,3.8,57.94,28.18,9.69,piece,112
Cauliflower,110.28,11.96,38.93,12.15,9.95,gram,100
Watermelon,234.83,29.03,21.79,8.11,1.04,gram,100
Carrot,59.82,12.87,59.11,5.49,1.32,gram,100
Rice,220.63,3.84,3.38,22.86,3.77,gram,100
Broccoli,135.56,10.26,56.45,25.75,4.13,gram,100
Pineapple,277.47,10.0,9.71,0.99,7.93,gram,100
Rajma,153.85,5.52,5.14,18.35,3.68,gram,100
Banana,163.82,3.09,44.66,14.75,0.69,piece,42
Salad,357.95,11.31,35.69,18.7,5.59,gram,100
Dal Tadka,329.97,19.3,22.88,13.04,3.74,gram,100
Mango,313.99,11.74,12.41,22.68,6.88,gram,100
Almonds,73.23,21.83,0.26,7.82,3.39,gram,100
Chapati,76.87,2.32,11.94,27.71,2.85,piece,46
Biryani,89.54,8.22,36.3,14.65,5.75,gram,100
Cauliflower,324.51,22.67,44.12,6.68,1.9,gram,100
Chapati,388.41,14.86,8.34,25.96,7.84,piece,49
Onion,46.89,10.93,29.39,23.27,9.27,gram,100
Almonds,65.69,0.33,29.58,16.55,0.3,gram,100
Grapes,268.91,23.62,16.78,10.98,6.28,gram,100
Poha,257.83,4.99,42.45,4.87,4.08,gram,100
Orange,40.45,10.32,48.24,6.04,1.11,gram,100
Almonds,141.23,21.61,27.98,2.51,7.24,gram,100
Grapes,52.37,15.2,39.53,16.85,9.33,gram,100
Cornflakes,388.26,9.1,37.09,14.91,5.76,gram,100
Paneer,264.07,7.33,5.8,27.85,0.21,gram,100
Banana,358.47,18.54,22.74,18.34,6.29,piece,114
Cashews,249.34,3.43,13.15,8.09,1.15,gram,100
Cabbage,367.4,10.57,50.35,10.98,1.36,gram,100
Chicken Curry,206.12,28.92,34.77,8.48,7.33,gram,100
Bread,182.64,10.87,24.52,8.7,0.81,gram,100
Egg,396.12,16.89,17.04,7.22,6.19,piece,101
Mango,148.03,19.34,6.04,12.02,8.39,gram,100
Papaya,158.28,29.41,19.84,14.55,7.25,gram,100
Dal Tadka,143.5,12.89,2.95,12.11,9.19,gram,100
Dosa,376.59,18.25,28.7,24.44,9.37,gram,100
Protein Shake,355.89,10.1,55.75,7.85,4.29,gram,100
Pineapple,253.83,4.58,18.52,25.84,2.96,gram,100
Grapes,45.86,24.03,31.03,15.6,4.34,gram,100
Chicken Curry,86.76,1.65,49.4,9.52,9.17,gram,100
Pineapple,146.46,2.09,10.48,22.14,3.82,gram,100
Paneer,157.8,27.34,7.14,14.21,5.46,gram,100
Pineapple,155.83,24.8,36.7,9.23,4.23,gram,100
Spinach,344.5,28.89,26.04,11.45,9.81,gram,100
Dosa,98.84,1.88,32.48,13.71,9.64,gram,100
Mango,172.79,14.93,48.0,20.13,0.7,gram,100
Oats,277.32,25.83,31.25,24.87,4.41,gram,100
Upma,206.96,10.44,1.62,26.39,9.51,gram,100
Curd,62.94,15.84,56.69,4.4,8.03,gram,100
Orange,280.09,22.95,16.98,18.5,9.49,gram,100
Bread,53.79,0.95,49.53,19.74,7.03,gram,100
Peanuts,56.03,17.97,0.0,1.24,6.03,gram,100
Cabbage,159.0,9.7,15.21,15.19,3.23,gram,100
Walnuts,58.08,19.68,46.0,6.73,4.16,gram,100
Idli,68.99,2.35,6.62,16.22,8.43,piece,110
Papaya,40.5,3.34,17.22,3.97,1.22,gram,100
Paratha,175.35,29.9,14.66,18.12,5.78,piece,82
Cashews,135.21,29.49,6.87,20.62,3.87,gram,100
Banana,366.91,12.05,32.06,21.07,8.64,piece,77
Upma,193.6,18.7,44.64,23.45,4.34,gram,100
Rice,262.77,26.74,5.87,7.41,5.87,gram,100
Cabbage,43.44,29.36,22.56,15.29,5.56,gram,100
Broccoli,40.46,15.35,0.58,10.14,6.08,gram,100
Rice,363.15,23.47,15.09,25.86,7.55,gram,100
Mango,235.73,7.71,41.15,4.74,6.09,gram,100
Upma,177.84,5.76,37.02,26.4,8.59,gram,100
Upma,128.11,6.96,22.43,4.16,5.5,gram,100
Broccoli,330.8,25.15,19.47,25.84,9.34,gram,100
Spinach,142.42,7.61,42.34,26.13,8.63,gram,100
Protein Shake,271.58,27.64,55.37,2.0,8.93,gram,100
Butter,279.62,27.05,42.14,27.99,0.24,gram,100
Chole,165.9,28.94,6.23,11.3,0.68,gram,100
Greek Yogurt,273.21,11.47,0.93,0.09,9.55,gram,100
Vegetable Curry,47.06,27.9,23.23,9.68,0.61,gram,100
Watermelon,221.94,14.82,23.55,1.02,1.98,gram,100
Broccoli,95.25,9.64,42.58,13.9,0.58,gram,100
Mango,76.44,14.73,54.07,1.74,7.91,gram,100
Cauliflower,147.1,19.91,12.87,19.78,3.37,gram,100
Chole,307.16,0.89,6.63,9.11,1.19,gram,100
Mango,348.67,3.9,34.82,12.76,1.35,gram,100
Curd,314.22,14.37,27.15,28.78,9.49,gram,100
Almonds,354.13,28.93,5.35,5.05,6.93,gram,100
Banana,58.71,14.6,38.56,20.54,8.81,piece,68
Poha,69.45,15.1,13.21,9.42,4.91,gram,100
Chicken Breast,283.4,27.29,23.68,6.43,1.34,gram,100
Pineapple,229.36,6.62,53.44,10.61,8.47,gram,100
Pineapple,274.66,21.88,6.69,6.6,3.31,gram,100
Spinach,127.71,17.71,22.39,28.95,3.5,gram,100
Peanuts,262.49,16.57,17.78,5.52,8.53,gram,100
Rice,176.98,28.1,30.97,19.06,2.3,gram,100
Curd,343.5,17.05,22.18,5.54,4.58,gram,100
Papaya,111.29,8.02,44.49,9.69,0.33,gram,100
Cauliflower,125.62,2.73,35.66,16.41,3.65,gram,100
Grapes,103.58,26.61,44.02,24.33,9.52,gram,100
Tomato,57.03,23.97,2.39,26.23,0.52,gram,100
Cauliflower,82.49,29.38,7.28,11.51,3.33,gram,100
Butter,83.53,29.7,8.63,16.6,9.1,gram,100
Vegetable Curry,342.43,17.37,22.88,5.78,2.59,gram,100
Broccoli,52.88,27.99,58.34,26.35,3.02,gram,100
Tomato,77.64,2.04,50.67,21.58,2.89,gram,100
Paneer,258.59,19.37,20.45,7.05,3.35,gram,100
Paneer Butter Masala,316.15,26.91,8.46,14.84,6.24,gram,100
Dal Tadka,253.92,23.49,3.69,18.59,5.32,gram,100
Sambar,208.11,21.09,44.07,11.39,4.95,gram,100
Rice,67.5,8.79,32.39,3.44,3.08,gram,100
Almonds,309.24,4.4,6.01,23.71,9.06,gram,100
Chicken Breast,131.86,19.38,47.8,4.25,0.77,gram,100
Carrot,376.63,22.02,0.29,22.97,6.53,gram,100
Chicken Breast,138.36,21.82,35.56,9.17,4.34,gram,100
Rice,363.66,3.78,28.54,7.25,2.76,gram,100
Idli,253.32,19.91,17.11,22.6,3.97,piece,46
Chicken Breast,381.76,21.39,15.66,24.21,9.64,gram,100
Rajma,233.38,5.09,27.99,19.93,9.82,gram,100
Salad,79.5,12.98,12.01,20.93,8.93,gram,100
Apple,347.25,21.62,20.37,7.63,9.65,piece,108
Rice,122.53,29.58,38.87,28.11,7.82,gram,100
Bread,86.39,4.4,35.14,27.34,0.93,gram,100
Mango,141.08,29.56,5.95,7.77,0.91,gram,100
Spinach,369.5,29.33,46.62,3.9,3.35,gram,100
Carrot,295.24,9.94,56.02,15.4,3.97,gram,100
Chicken Breast,378.71,22.76,3.44,25.76,1.17,gram,100
Chapati,248.9,23.35,12.48,14.93,5.94,piece,74
Dal Tadka,174.26,1.4,14.23,7.59,2.72,gram,100
Cauliflower,49.85,25.15,8.32,5.14,8.18,gram,100
Upma,348.34,28.81,29.48,3.27,1.16,gram,100
Bread,288.22,10.93,12.17,28.3,9.99,gram,100
Rice,364.05,14.67,19.36,11.49,0.63,gram,100
Bread,328.19,24.09,25.51,3.66,8.59,gram,100
Apple,332.08,6.43,54.85,7.54,4.85,piece,52
Spinach,268.59,28.31,25.37,27.31,4.07,gram,100
Cabbage,205.82,28.13,54.09,14.69,2.62,gram,100
Rajma,115.2,25.98,48.0,26.03,2.75,gram,100
Dal Tadka,255.64,4.7,28.9,24.54,9.56,gram,100
Cornflakes,279.98,10.3,55.04,27.08,6.16,gram,100
Milk,330.16,5.54,13.56,25.31,9.77,gram,100
Almonds,117.53,25.34,57.19,24.36,3.07,gram,100
Broccoli,199.05,11.64,21.7,12.78,9.14,gram,100
Peanuts,189.43,20.14,57.53,9.83,4.19,gram,100
Biryani,326.92,20.2,46.1,18.92,5.67,gram,100
Rajma,260.94,26.58,47.42,9.5,2.42,gram,100
Watermelon,74.45,17.92,9.36,6.62,9.54,gram,100
Mango,218.03,9.05,49.5,14.3,9.92,gram,100
Chole,291.54,7.62,55.06,23.09,9.14,gram,100
Orange,163.05,26.77,13.02,1.14,9.74,gram,100
Chole,274.49,26.19,54.38,14.58,8.53,gram,100
Bread,252.74,22.19,0.84,5.94,7.37,gram,100
Salad,143.85,6.76,49.41,9.12,9.2,gram,100
Butter,88.71,28.43,22.83,8.95,7.08,gram,100
Chicken Curry,374.6,13.94,48.41,9.01,3.92,gram,100
Potato,89.77,21.7,4.5,17.71,9.36,gram,100
Milk,236.94,10.94,44.88,24.4,9.7,gram,100
Carrot,79.32,21.42,32.96,16.28,4.9,gram,100
Potato,149.39,2.71,34.14,23.59,4.25,gram,100
Potato,321.87,29.23,12.31,3.17,9.37,gram,100
Cornflakes,385.9,17.8,9.52,3.59,0.15,gram,100
Cabbage,144.45,13.83,7.25,25.28,7.4,gram,100
Dosa,271.85,5.95,28.17,25.01,2.26,gram,100
Carrot,137.28,19.24,24.55,26.66,8.86,gram,100
Mango,150.91,4.11,4.78,23.81,3.4,gram,100
Cabbage,116.91,29.81,1.07,7.42,0.51,gram,100
Broccoli,49.29,3.14,19.76,16.19,3.87,gram,100
Protein Shake,70.72,3.62,38.47,2.25,2.6,gram,100
Dal Tadka,145.49,29.61,51.25,29.49,2.41,gram,100
Grapes,390.3,3.7,29.29,26.79,3.67,gram,100
Tomato,102.15,17.05,5.93,29.68,5.48,gram,100
Protein Shake,66.5,23.83,31.42,7.33,6.56,gram,100
Carrot,133.25,22.3,34.53,15.09,3.61,gram,100
Egg,148.34,16.94,22.97,8.91,8.01,piece,81
Apple,276.14,6.4,27.76,12.43,7.1,piece,52
Dosa,233.41,4.18,18.35,20.73,2.52,gram,100
Chole,87.17,8.07,31.64,29.91,2.24,gram,100
Papaya,161.82,26.46,20.51,21.96,2.65,gram,100
Poha,125.38,5.91,52.9,10.77,5.61,gram,100
Egg,331.17,23.09,44.57,6.6,9.48,piece,80
Cauliflower,351.57,21.36,24.47,16.42,0.74,gram,100
Upma,75.79,24.36,46.58,15.84,1.67,gram,100
Paneer Butter Masala,380.67,11.45,9.05,1.49,1.84,gram,100
Dal Tadka,101.44,1.85,55.32,25.38,4.5,gram,100
Dosa,168.39,8.79,3.37,23.11,1.88,gram,100
Butter,282.44,15.74,56.76,28.3,8.08,gram,100
Dosa,257.47,8.16,22.53,0.48,6.55,gram,100
Cauliflower,182.77,28.27,10.91,7.03,7.56,gram,100
Tomato,370.91,3.42,21.62,5.22,7.98,gram,100
Orange,206.85,24.96,45.05,11.19,5.43,gram,100
Onion,79.61,3.58,53.26,12.4,3.0,gram,100
Potato,57.56,2.15,22.71,24.81,4.84,gram,100
Mango,144.19,11.72,2.63,17.54,9.91,gram,100
Carrot,207.3,12.57,48.97,12.59,2.93,gram,100
Butter,204.59,19.94,24.27,17.17,10.0,gram,100
Butter,180.18,20.11,13.65,17.97,8.45,gram,100
Carrot,215.75,26.12,59.83,12.02,7.46,gram,100
Biryani,309.12,4.77,33.85,11.91,6.37,gram,100
Rice,108.51,15.06,18.36,7.71,3.12,gram,100
Watermelon,207.33,4.65,36.14,18.68,8.66,gram,100
Paneer,396.64,10.95,5.75,7.93,9.57,gram,100
Apple,326.09,10.76,13.3,24.79,4.99,piece,87
Chole,48.48,0.14,15.19,15.02,7.99,gram,100
Cabbage,176.51,3.36,43.71,6.23,7.01,gram,100
Banana,329.54,5.57,30.86,23.23,7.33,piece,99
Papaya,180.19,28.31,21.72,6.77,1.41,gram,100
Idli,52.4,13.78,48.88,10.35,9.7,piece,97
Paneer Butter Masala,313.71,12.91,9.51,24.6,5.81,gram,100
Cashews,333.2,28.64,44.51,22.99,1.88,gram,100
Banana,82.08,2.04,54.76,27.05,2.23,piece,116
Paratha,352.02,22.37,8.41,9.94,0.88,piece,107
Chicken Breast,369.74,12.1,52.47,10.72,1.31,gram,100
Vegetable Curry,319.53,19.36,5.75,10.87,5.47,gram,100
Cauliflower,188.48,14.11,21.05,13.46,5.86,gram,100
Paneer,368.64,0.52,31.38,19.44,6.37,gram,100
Curd,301.39,14.23,40.41,12.74,0.53,gram,100
Salad,92.43,28.51,42.51,10.98,4.39,gram,100
Cauliflower,325.86,21.76,22.6,17.7,0.96,gram,100
Pineapple,393.7,16.46,9.97,26.86,9.57,gram,100
Papaya,328.37,1.18,11.19,29.01,0.51,gram,100
Bread,149.65,17.03,41.11,3.29,9.49,gram,100
Cauliflower,57.39,22.74,55.6,12.77,4.08,gram,100
Dal Tadka,167.23,26.89,23.54,10.22,3.72,gram,100
Paneer Butter Masala,175.16,19.79,9.46,12.92,1.87,gram,100
Greek Yogurt,227.21,28.89,37.48,18.62,5.59,gram,100
Onion,151.03,29.31,8.08,22.84,1.65,gram,100
Upma,77.39,25.86,53.62,18.47,8.3,gram,100
Protein Shake,282.25,8.68,10.62,23.17,7.12,gram,100
Apple,114.63,16.48,21.47,6.46,7.05,piece,111
Egg,223.53,26.97,10.13,16.94,2.54,piece,78
Cabbage,167.36,17.27,35.81,1.88,4.37,gram,100
Paratha,281.12,11.2,31.83,14.91,1.03,piece,114
Cornflakes,211.14,29.79,45.28,20.48,9.22,gram,100
Rice,303.8,6.64,42.38,3.67,6.86,gram,100
Tomato,85.65,26.05,49.02,7.98,2.32,gram,100
Paratha,154.68,19.7,0.0,4.55,2.11,piece,82
Cauliflower,391.88,11.11,42.22,16.98,9.3,gram,100
Cabbage,63.12,22.58,11.05,21.92,0.29,gram,100
Greek Yogurt,394.89,15.57,51.88,4.96,8.97,gram,100
Sambar,384.52,1.18,4.05,29.7,8.82,gram,100
Idli,118.3,7.47,52.25,4.16,3.0,piece,112
Chicken Curry,333.29,5.64,20.35,10.08,0.48,gram,100
Dal Tadka,90.48,10.95,2.88,17.89,6.41,gram,100
Egg,179.63,24.73,50.5,27.41,3.36,piece,104
Banana,314.2,24.09,50.38,12.04,7.56,piece,113
Potato,226.78,24.41,3.34,6.23,9.26,gram,100
Almonds,311.25,28.4,11.05,1.21,2.63,gram,100
Apple,286.87,6.0,51.28,23.36,0.63,piece,47
Greek Yogurt,207.38,26.85,29.02,16.27,4.47,gram,100
Sambar,269.22,16.87,7.2,9.85,0.45,gram,100
Tomato,316.97,3.72,34.11,19.25,9.09,gram,100
Potato,378.37,2.54,30.57,15.97,3.51,gram,100
Egg,344.46,2.13,29.7,26.73,6.45,piece,71
Bread,286.32,6.89,56.35,7.59,5.92,gram,100
Milk,388.96,13.07,2.76,4.98,0.23,gram,100
Walnuts,209.9,26.36,21.33,29.27,9.9,gram,100
Carrot,132.75,1.46,58.0,2.57,7.85,gram,100
Walnuts,123.33,26.55,3.6,16.36,2.24,gram,100
Vegetable Curry,369.75,27.57,47.46,10.34,9.53,gram,100
Cauliflower,249.46,24.5,16.32,28.56,1.72,gram,100
Potato,239.64,6.72,32.11,9.15,8.49,gram,100
Paratha,273.96,8.46,43.01,8.06,4.43,piece,114
